type,id,Name,Age,Notes-age,Gender,Location,County or unitary authority,Country or english region,dod_day,dod_month,dod_year,Notes-dod,blurb,Died on streets,In hospital,Temp accomm,Recording by,reporting_by,reporting_link,Other Links,img_file,img_credit,notes
text2,dh0377,Anonymous,,,Unknown,Edinburgh,Edinburgh,Scotland,,,,Between 1 Oct 2017 and 29 Sept 2018,This person was receiving treatment at a GP clinic for homeless people before they died.,,,,,a local doctor,,,,,
text2,dh0378,Anonymous,,,Unknown,Edinburgh,Edinburgh,Scotland,,,,Between 1 Oct 2017 and 29 Sept 2018,This person was receiving treatment at a GP clinic for homeless people before they died.,,,,,a local doctor,,,,,
text2,dh0379,Anonymous,,,Unknown,Edinburgh,Edinburgh,Scotland,,,,Between 1 Oct 2017 and 29 Sept 2018,This person was receiving treatment at a GP clinic for homeless people before they died.,,,,,a local doctor,,,,,
text2,dh0380,Anonymous,,,Unknown,Edinburgh,Edinburgh,Scotland,,,,Between 1 Oct 2017 and 29 Sept 2018,This person was receiving treatment at a GP clinic for homeless people before they died.,,,,,a local doctor,,,,,
text2,dh0381,Unknown,,,Unknown,Angus,Angus,Scotland,,,,Between 1 Oct 2017 and 26 Sept 2018,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text2,dh0382,Unknown,,,Unknown,Angus,Angus,Scotland,,,,Between 1 Oct 2017 and 26 Sept 2018,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text2,dh0383,Unknown,,,Unknown,Angus,Angus,Scotland,,,,Between 1 Oct 2017 and 26 Sept 2018,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text2,dh0384,Unknown,,,Unknown,Stirling,Stirling,Scotland,,,,Between 1 Oct 2017 to 11 Oct 2018,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text2,dh0385,Unknown,,,Unknown,Stirling,Stirling,Scotland,,,,Between 1 Oct 2017 to 11 Oct 2018,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text2,dh0386,Unknown,,,Unknown,Stirling,Stirling,Scotland,,,,Between 1 Oct 2017 to 11 Oct 2018,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text2,dh0387,Unknown,,,Unknown,Falkirk,Falkirk,Scotland,,,,Between 1 Oct 2017 to 11 Oct 2018,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text2,dh0388,Unknown,,,Unknown,Falkirk,Falkirk,Scotland,,,,Between 1 Oct 2017 to 11 Oct 2018,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text2,dh0389,Unknown,,,Unknown,Highland,Highland,Scotland,,,,Between 1 Oct 2017 to 11 Oct 2018,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text2,dh0390,Unknown,,,Unknown,Highland,Highland,Scotland,,,,Between 1 Oct 2017 to 11 Oct 2018,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text2,dh0391,Unknown,,,Unknown,Highland,Highland,Scotland,,,,Between 1 Oct 2017 to 11 Oct 2018,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text2,dh0392,Unknown,,,Unknown,Highland,Highland,Scotland,,,,Between 1 Oct 2017 to 11 Oct 2018,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text2,dh0393,Unknown,,,Unknown,Highland,Highland,Scotland,,,,Between 1 Oct 2017 to 11 Oct 2018,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text2,dh0394,Unknown,,,Unknown,Highland,Highland,Scotland,,,,Between 1 Oct 2017 to 11 Oct 2018,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text2,dh0395,Unknown,,,Unknown,Highland,Highland,Scotland,,,,Between 1 Oct 2017 to 11 Oct 2018,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text2,dh0396,Unknown,,,Unknown,Clackmannanshire,Clackmannanshire,Scotland,,,,Between 1 Oct 2017 to 11 Oct 2018,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text2,dh0397,Unknown,,,Unknown,Moray,Moray,Scotland,,,,Between 1 Oct 2017 to 2 Nov 2018,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text2,dh0398,Unknown,,,Unknown,Inverclyde,Inverclyde,Scotland,,,,Between 1 Oct 2017 to 2 Nov 2018,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text2,dh0399,Unknown,,,Unknown,Inverclyde,Inverclyde,Scotland,,,,Between 1 Oct 2017 to 2 Nov 2018,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text2,dh0400,Unknown,,,Unknown,Inverclyde,Inverclyde,Scotland,,,,Between 1 Oct 2017 to 2 Nov 2018,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text2,dh0401,Unknown,,,Unknown,Inverclyde,Inverclyde,Scotland,,,,Between 1 Oct 2017 to 2 Nov 2018,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text2,dh0402,Unknown,,,Unknown,Inverclyde,Inverclyde,Scotland,,,,Between 1 Oct 2017 to 2 Nov 2018,We found out about this death through FOI and no more is known at this time.,,,,,a FOI request,,,,,
text2,dh0403,Unknown,,,Unknown,Renfrewshire,Renfrewshire,Scotland,,,,Between 1 Oct 2017 to 2 Nov 2018,We found out about this death through FOI and no more is known at this time.,,,x,,a FOI request,,,,,
text2,dh0404,Unknown,,,Unknown,Renfrewshire,Renfrewshire,Scotland,,,,Between 1 Oct 2017 to 2 Nov 2018,We found out about this death through FOI and no more is known at this time.,,,x,,a FOI request,,,,,
text2,dh0405,Unknown,,,Unknown,Renfrewshire,Renfrewshire,Scotland,,,,Between 1 Oct 2017 to 2 Nov 2018,We found out about this death through FOI and no more is known at this time.,,,x,,a FOI request,,,,,
text2,dh0406,Unknown,,,Unknown,Renfrewshire,Renfrewshire,Scotland,,,,Between 1 Oct 2017 to 2 Nov 2018,We found out about this death through FOI and no more is known at this time.,,,x,,a FOI request,,,,,
text1,dh0429,Faiza Asif,26,,F,London,London,London,,,,Died in year up to November 2018,Died from multi-drug resistant pulmonary tuberculosis.,,,,,collected for memorial service by national charity,,,,,
text1,dh0430,Donato Barbieri,72,,M,London,London,London,,,,Died in year up to November 2018,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0431,Mark Barwise,55,,M,London,London,London,,,,Died in year up to November 2018,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0432,David Bayley,,,M,London,London,London,,,,Died in year up to November 2018,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0433,Leslie Beard,66,,M,London,London,London,,,,Died in year up to November 2018,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0434,Frederick Bennett,58,,M,London,London,London,,,,Died in year up to November 2018,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0435,Tanya Bishop,,,F,London,London,London,,,,Died in year up to November 2018,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0436,Alan Chiu,68,,M,London,London,London,,,,Died in year up to November 2018,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0437,Christopher Cochrane,,,M,London,London,London,,,,Died in year up to November 2018,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0438,Lee Commins,,,M,London,London,London,,,,Died in year up to November 2018,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0440,Douglas Couldon,,,M,London,London,London,,,,Died in year up to November 2018,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0441,Kevin David,,,M,London,London,London,,,,Died in year up to November 2018,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0443,Steve Drummond,,,M,London,London,London,,,,Died in year up to November 2018,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0444,Carl Elliott,85,,M,London,London,London,,,,Died in year up to November 2018,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0445,Madhi El-Zubier,,,M,London,London,London,,,,Died in year up to November 2018,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0446,Gerard Gallagher,,,M,London,London,London,,,,Died in year up to November 2018,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0447,Julian Glover,,,M,London,London,London,,,,Died in year up to November 2018,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0448,Vincent Gorman,,,M,London,London,London,,,,Died in year up to November 2018,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0449,Frank Gregson,,,M,London,London,London,,,,Died in year up to November 2018,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0451,Paul Hancey,52,,M,London,London,London,,,,Died in year up to November 2018,Died from multi-drug resistant pulmonary tuberculosis.,,,,,collected for memorial service by national charity,,,,,
text1,dh0452,Kevin Headley,,,M,London,London,London,,,,Died in year up to November 2018,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0453,Jim Hennigan,,,M,London,London,London,,,,Died in year up to November 2018,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0454,Steve/Istvan Hetenyi,66,,M,London,London,London,,,,Died in year up to November 2018,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0455,Patrick Howell,,,M,London,London,London,,,,Died in year up to November 2018,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0456,Anthony ('Tony the Hat') Hoy,,,M,London,London,London,,,,Died in year up to November 2018,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0457,Benedict Jackson,,,M,London,London,London,,,,Died in year up to November 2018,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0458,Ian Joseph,,,M,London,London,London,,,,Died in year up to November 2018,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0459,Zydrunas Kaseta,39,,M,London,London,London,,,,Died in year up to November 2018,Died while on treatment for pulmonary tuberculosis (Lithuanian),,,,,collected for memorial service by national charity,,,,,
text1,dh0461,William Kennedy,54,,M,London,London,London,,,,Died in year up to November 2018,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0462,Malik Khan,,,M,London,London,London,,,,Died in year up to November 2018,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0463,Ian Kirk,,,M,London,London,London,,,,Died in year up to November 2018,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0464,Stephen Lee,,,M,London,London,London,,,,Died in year up to November 2018,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0465,Thomas Linnane,,,M,London,London,London,,,,Died in year up to November 2018,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0466,Paulo Lopes,,,M,London,London,London,,,,Died in year up to November 2018,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0467,Roger Martinssen,,,M,London,London,London,,,,Died in year up to November 2018,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0468,James Matcham,,,M,London,London,London,,,,Died in year up to November 2018,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0469,Gary McCoy,,,M,London,London,London,,,,Died in year up to November 2018,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0470,Steve McGregor,,,M,London,London,London,,,,Died in year up to November 2018,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0471,Eugene McMeel,,,M,London,London,London,,,,Died in year up to November 2018,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0472,Pascal Melly,,,M,London,London,London,,,,Died in year up to November 2018,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0473,Jason Morgan,,,M,London,London,London,,,,Died in year up to November 2018,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0474,Raymond O'Donoghue,,,M,London,London,London,,,,Died in year up to November 2018,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0475,Charles Parsons,,,M,London,London,London,,,,Died in year up to November 2018,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0476,Jason Pottie,,,M,London,London,London,,,,Died in year up to November 2018,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0477,Nick Pullinger,,,M,London,London,London,,,,Died in year up to November 2018,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0478,Carlos Quintal,,,M,London,London,London,,,,Died in year up to November 2018,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0479,Michael Reid ,56,,M,London,London,London,,,,Died in year up to November 2018,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0482,Saquib Sajjad,37,,M,London,London,London,,,,Died in year up to November 2018,Struggled through treatment for pulmonary tuberculosis - died from a drug overdose (Pakistani),,,,,collected for memorial service by national charity,,,,,
text1,dh0483,Mark Samspon,55,,M,London,London,London,,,,Died in year up to November 2018,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0484,Yadwinder Soni Singh,,,M,London,London,London,,,,Died in year up to November 2018,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0485,Rafal Slowek,,,M,London,London,London,,,,Died in year up to November 2018,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0486,Peter Alan Smith,,,M,London,London,London,,,,Died in year up to November 2018,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0487,Anthony Sprenger,,,M,London,London,London,,,,Died in year up to November 2018,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0488,Aligmantes Striukas,,,M,London,London,London,,,,Died in year up to November 2018,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0489,William Stryker,,,M,London,London,London,,,,Died in year up to November 2018,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0491,Christer Vincent,,,M,London,London,London,,,,Died in year up to November 2018,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0492,Thomas Ward,38,,M,London,London,London,,,,Died in year up to November 2018,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0494,Peter Yeboah,,,M,London,London,London,,,,Died in year up to November 2018,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0555,James Black,,,M,London,London,London,,,,Died in year up to November 2018,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text1,dh0556,Luke Brown,,,M,London,London,London,,,,Died in year up to November 2018,"This person was remembered at the St Martin's in the Fields, annual homeless memorial service. ",,,,,collected for memorial service by national charity,,,,,
text3,nihe0001,Unknown,22,,M,Belfast,Belfast,Northern Ireland,2,10,2017,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0002,Unknown,42,,F,Belfast,Belfast,Northern Ireland,5,10,2017,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0003,Unknown,38,,M,Belfast,Belfast,Northern Ireland,5,10,2017,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0004,Unknown,82,,M,Belfast,Belfast,Northern Ireland,10,10,2017,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0005,Unknown,34,,F,Causeway Coast & Glens,Causeway Coast & Glens,Northern Ireland,19,10,2017,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0006,Unknown,50,,F,Belfast,Belfast,Northern Ireland,19,10,2017,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0007,Unknown,71,,M,Ards & North Down,Ards & North Down,Northern Ireland,19,10,2017,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0008,Unknown,57,,F,Mid & East Antrim,Mid & East Antrim,Northern Ireland,20,10,2017,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0009,Unknown,68,,M,Belfast,Belfast,Northern Ireland,23,10,2017,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0010,Unknown,18,,M,"Newry, Mourne & Down","Newry, Mourne & Down",Northern Ireland,24,10,2017,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0011,Unknown,23,,F,Fermanagh & Omagh,Fermanagh & Omagh,Northern Ireland,26,10,2017,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0012,Unknown,94,,F,Belfast,Belfast,Northern Ireland,27,10,2017,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0013,Unknown,26,,F,Belfast,Belfast,Northern Ireland,30,10,2017,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0014,Unknown,68,,M,Derry & Strabane,Derry & Strabane,Northern Ireland,1,11,2017,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0015,Unknown,41,,M,Derry & Strabane,Derry & Strabane,Northern Ireland,1,11,2017,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0016,Unknown,67,,F,Causeway Coast & Glens,Causeway Coast & Glens,Northern Ireland,1,11,2017,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0017,Unknown,40,,M,Derry & Strabane,Derry & Strabane,Northern Ireland,2,11,2017,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0018,Unknown,40,,M,Derry & Strabane,Derry & Strabane,Northern Ireland,6,11,2017,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0019,Unknown,52,,M,"Newry, Mourne & Down","Newry, Mourne & Down",Northern Ireland,6,11,2017,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0020,Unknown,57,,F,Belfast,Belfast,Northern Ireland,6,11,2017,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0021,Unknown,47,,M,Antrim & Newtownabbey,Antrim & Newtownabbey,Northern Ireland,6,11,2017,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0022,Unknown,54,,F,Belfast,Belfast,Northern Ireland,6,11,2017,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0023,Unknown,88,,M,Mid & East Antrim,Mid & East Antrim,Northern Ireland,7,11,2017,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0024,Unknown,37,,M,"Armagh, Banbridge & Craigavon","Armagh, Banbridge & Craigavon",Northern Ireland,8,11,2017,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0025,Unknown,76,,M,Causeway Coast & Glens,Causeway Coast & Glens,Northern Ireland,8,11,2017,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0026,Unknown,69,,M,Belfast,Belfast,Northern Ireland,10,11,2017,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0027,Unknown,53,,F,Antrim & Newtownabbey,Antrim & Newtownabbey,Northern Ireland,10,11,2017,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0028,Unknown,32,,F,Mid Ulster,Mid Ulster,Northern Ireland,15,11,2017,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0029,Unknown,51,,M,Derry & Strabane,Derry & Strabane,Northern Ireland,15,11,2017,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0030,Unknown,56,,M,"Newry, Mourne & Down","Newry, Mourne & Down",Northern Ireland,17,11,2017,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0031,Unknown,69,,M,Belfast,Belfast,Northern Ireland,20,11,2017,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0032,Unknown,70,,F,Belfast,Belfast,Northern Ireland,22,11,2017,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0033,Unknown,30,,M,Causeway Coast & Glens,Causeway Coast & Glens,Northern Ireland,23,11,2017,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0034,Unknown,84,,F,Derry & Strabane,Derry & Strabane,Northern Ireland,24,11,2017,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0035,Unknown,49,,M,Mid & East Antrim,Mid & East Antrim,Northern Ireland,29,11,2017,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0036,Unknown,72,,M,Mid Ulster,Mid Ulster,Northern Ireland,30,11,2017,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0037,Unknown,28,,M,Causeway Coast & Glens,Causeway Coast & Glens,Northern Ireland,3,12,2017,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0038,Unknown,47,,M,Derry & Strabane,Derry & Strabane,Northern Ireland,12,12,2017,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0039,Unknown,48,,F,Belfast,Belfast,Northern Ireland,12,12,2017,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0040,Unknown,50,,M,Belfast,Belfast,Northern Ireland,14,12,2017,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0041,Unknown,75,,M,Causeway Coast & Glens,Causeway Coast & Glens,Northern Ireland,14,12,2017,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0042,Unknown,78,,M,Derry & Strabane,Derry & Strabane,Northern Ireland,15,12,2017,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0043,Unknown,45,,M,Causeway Coast & Glens,Causeway Coast & Glens,Northern Ireland,19,12,2017,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0044,Unknown,82,,F,Belfast,Belfast,Northern Ireland,19,12,2017,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0045,Unknown,76,,M,Belfast,Belfast,Northern Ireland,29,12,2017,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0046,Unknown,71,,F,Antrim & Newtownabbey,Antrim & Newtownabbey,Northern Ireland,3,1,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0047,Unknown,49,,M,Belfast,Belfast,Northern Ireland,5,1,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0048,Unknown,90,,M,Belfast,Belfast,Northern Ireland,8,1,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0049,Unknown,31,,M,Belfast,Belfast,Northern Ireland,8,1,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0050,Unknown,21,,M,Causeway Coast & Glens,Causeway Coast & Glens,Northern Ireland,9,1,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0051,Unknown,53,,M,Fermanagh & Omagh,Fermanagh & Omagh,Northern Ireland,10,1,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0052,Unknown,62,,M,Belfast,Belfast,Northern Ireland,10,1,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0053,Unknown,70,,M,Belfast,Belfast,Northern Ireland,11,1,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0054,Unknown,45,,M,Derry & Strabane,Derry & Strabane,Northern Ireland,12,1,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0055,Unknown,53,,M,Causeway Coast & Glens,Causeway Coast & Glens,Northern Ireland,12,1,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0056,Unknown,48,,F,Belfast,Belfast,Northern Ireland,15,1,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0057,Unknown,20,,M,Belfast,Belfast,Northern Ireland,17,1,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0058,Unknown,66,,F,Belfast,Belfast,Northern Ireland,19,1,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0059,Unknown,56,,F,Mid & East Antrim,Mid & East Antrim,Northern Ireland,22,1,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0060,Unknown,28,,M,Ards & North Down,Ards & North Down,Northern Ireland,23,1,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0061,Unknown,30,,F,Belfast,Belfast,Northern Ireland,24,1,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0062,Unknown,94,,F,Belfast,Belfast,Northern Ireland,25,1,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0063,Unknown,61,,F,Antrim & Newtownabbey,Antrim & Newtownabbey,Northern Ireland,26,1,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0064,Unknown,53,,M,Fermanagh & Omagh,Fermanagh & Omagh,Northern Ireland,29,1,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0065,Unknown,31,,M,Belfast,Belfast,Northern Ireland,30,1,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0066,Unknown,25,,M,Belfast,Belfast,Northern Ireland,30,1,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0067,Unknown,23,,M,Belfast,Belfast,Northern Ireland,1,2,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0068,Unknown,23,,F,"Newry, Mourne & Down","Newry, Mourne & Down",Northern Ireland,5,2,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
text3,nihe0069,Unknown,54,,M,Belfast,Belfast,Northern Ireland,6,2,2018,,,,,,TBIJ,The Detail via FOI request,,,,,
